new_index,dividendyield,earningsyield,ebitdagrowth,evtoebit,evtoebitda,evtofcff,evtoinvestedcapital,evtonopat,freecashflow,pricetoearnings,revenuegrowth
DAL2018-03-31,0.005427939931908363,1.0250600961064555,-0.13699759872577566,-0.34287935435314637,-0.9733343590495549,-0.30387262142164845,-0.1360832620317456,-0.2554404099361812,0.09178777035823643,-0.23271191699541344,-0.21576944934592604
DFS2017-12-31,-0.15393858930492407,0.4903293920219289,-0.14142508591306024,-0.2705273095191331,-0.3126028853246842,-0.26204251042839877,-0.1576557128803705,-0.19788711932453304,-0.20262665161009621,-0.21231927776786563,-0.06997435418195323
DG2018-02-02,-0.4574428765744846,0.14637013875983038,-0.13809100194984786,-0.21918080830208722,-0.2657733582252955,-0.2637709575516872,-0.11551916852635453,-0.2099295492161949,-0.3005972905808711,-0.1909237619560196,-0.20814572910500104
DGX2017-12-31,-0.0852461198062894,0.16110351924495592,-0.13972845388526323,-0.231423408834058,-0.3538688159523092,-0.1620107464301649,-0.14059076985709706,-0.2074229343903331,-0.48181607671720345,-0.19205627868414177,-0.49350144085172354
DGX2018-03-31,-0.10452658243166894,0.13571979860948072,-0.15883301212176795,-0.22780408228242324,-0.33616269608220845,-0.1590079016374933,-0.14002262821967795,-0.205418508372416,-0.5162611420321929,-0.1900914966930745,-0.3888771724107351
DHI2017-12-31,-0.5558943209949007,0.062102089440898095,-0.06891477975707165,-0.28626681059741893,-0.450107638347491,-0.329932564413921,-0.1297923162187342,-0.23179929457367066,-0.11057754282785422,-0.18396661140750661,0.34419759283849516
DHR2017-12-31,-0.6635668562361503,-0.31090578210656517,-0.10940049316321844,-0.056154201274522475,0.25128885614399465,0.09368108513971211,-0.13987965217847315,-0.1288051321994653,-0.4119145692865877,-0.13811436016125528,-0.08348353170043253
DHR2018-03-30,-0.6781436311195894,-0.3595333166960366,-0.0754633630830286,-0.03612461708024464,0.3372293267832493,0.11554912120559295,-0.1380153198517105,-0.11859179516432607,-0.36305591873494397,-0.12929516132055435,-0.010134309490168764
DOV2017-12-31,-0.10135974315986739,0.007030238178466891,-0.01980795537590533,-0.18555848889745366,-0.2623129462670663,-0.24688901243042075,-0.13002371165384197,-0.16573837718835055,-0.41714418239031953,-0.1789155378792727,0.37343325968699737
DOV2018-03-31,-0.06736279215376355,0.04237559336565464,-0.08721938640000358,-0.19234364848806,-0.29239988137693906,-0.2496503415561215,-0.13116563871978032,-0.16987494103310177,0.48423813816639383,-0.182207296814198,0.2636763250155838
DTE2017-12-31,0.4960551712323259,0.17741108395553748,-0.0845436299472162,-0.17579544605069045,-0.42186487488002794,0.8914318872374297,-0.1517334947525715,-0.1829102039703554,-0.5309237498491943,-0.19327929890889575,0.6026170722079457
DTE2018-03-31,0.578392992299164,0.2464046269618438,-0.125734198660557,-0.18441872003102647,-0.45429328634487,0.8554001648820401,-0.15251610045179778,-0.18750494294879172,-0.5556340316882094,-0.19816343017645077,0.4344914571641363
DVA2017-12-31,-0.9445306992770065,-0.06548062270659237,-0.15441042259730117,-0.2549033372064307,-0.6179479788364506,4.77871550540486,-0.13394614646847378,-0.22132476163554873,-0.5485022261489525,-0.17154256045434332,-0.5330024401610762
DVN2017-12-31,-0.6740453685325521,-0.2201688194861502,0.2991053996975049,-0.05465922456167477,-0.5338205982950708,-0.034468335333386474,-0.14963400446330094,-0.18211290708417885,-0.4642829720654239,-0.15233747386503163,1.7507123852943882
EA2017-12-31,-0.9445306992770065,-0.48450878622011573,-0.020102223283541047,-0.12872178485029573,0.3622396096190731,-0.2629296779784052,2.5814397779835745,-0.1362997229295247,-0.3148114490196641,-0.10145616345459195,0.023652321415977277
ECL2017-12-31,-0.4169725335274924,-0.3056667002312199,-0.11052042539422034,-0.07850987956987474,0.10554749381941511,0.3225087265463034,-0.11974824932409665,-0.15008971214998254,-0.4944605426360319,-0.1390096109657752,-0.31349541437322287
ED2017-12-31,0.5825843972177247,0.18373241748588356,-0.10212868829450077,-0.21493728155431535,-0.47727290827107444,0.4514974139621259,-0.15336266911682625,-0.19838353584732893,-0.5105503832578494,-0.19374649263475177,-0.693969696702186
EFX2017-12-31,-0.3284407474143369,-0.237902988651051,-0.12069940128386611,-0.07909269632759389,0.15615860883722774,9.272615231881455,-0.1265941679286267,-0.1355233505770125,-0.5509168436889701,-0.14975751270091311,-0.18461074354975782
EFX2018-03-31,-0.3278353222594337,-0.23696831676718652,-0.1683316210183087,-0.0794082450455306,0.15481174190737826,9.264979714070169,-0.1266355557300281,-0.13568786070375302,-0.5199936867350385,-0.14989693700653509,-0.3432511913997415
EL2017-12-31,-0.4307110274272194,-0.6925962635225581,-0.041347468309989324,-0.04837066623208353,0.4901090838360324,-0.23958195592621598,0.010704219429387105,-0.03716361164164139,-0.22577287257754453,-0.027220670342362717,0.16783233760610952
